session_id,participant_id,start_time,task_type,intended_duration_minutes,initial_task_site,task_site_count,duration_seconds,click_count,scroll_count,keyboard_activity_count,idle_seconds,active_seconds,away_seconds,tab_switch_count,video_playing_seconds,post_session_answer,drift_label
session_4dbbe574-bd32-495f-b54e-a78a72fa1d2b,DS-4DCFC1-6A61E9,2026-07-27T19:18:26.141Z,reading_research,10,google.com,13,629,20,38,11,12,590,27,3,0,aligned,0
session_abf409d0-e9bd-4b9b-b868-cfc6061ad665,DS-4DCFC1-6A61E9,2026-07-27T20:20:08.616Z,writing_creating,20,grammarly.com,13,1038,41,13,74,2,883,153,4,0,aligned,0
session_99ffe17a-2d43-487d-8160-af72f63d94f8,DS-753E54-EA344E,2026-07-16T12:01:10.968Z,reading_research,30,overleaf.com,10,1947,52,96,41,117,1771,59,10,0,aligned,0
session_e88796db-e20f-47e2-9f5d-aaa38e07eb1c,DS-753E54-EA344E,2026-07-16T18:11:15.127Z,writing_creating,15,docs.google.com,10,746,12,4,40,35,608,103,4,0,moved_away,1
session_bae1cbf2-98bd-4e87-b509-b2da815f4e6a,DS-753E54-EA344E,2026-07-17T13:14:12.514Z,writing_creating,30,figma.com,10,2002,51,40,171,136,1866,0,7,0,aligned,0
session_1c43f15e-2714-434c-8ba3-851104a55dc5,DS-753E54-EA344E,2026-07-17T19:09:15.734Z,reading_research,10,scholar.google.com,10,436,8,13,0,60,299,77,3,0,moved_away,1
session_999074cd-2cf9-4552-b452-bfdfd46f97d7,DS-753E54-EA344E,2026-07-18T11:02:02.526Z,communication_coordination,10,sciencedirect.com,10,906,28,17,47,0,735,171,4,0,aligned,0
session_836caf9d-3e20-4caa-9c81-d6a73e67f30a,DS-753E54-EA344E,2026-07-18T12:11:04.347Z,reading_research,60,scholar.google.com,10,3722,82,163,64,153,3003,566,12,0,moved_away,1
session_3b9bd648-7f67-4f69-b249-53cd7dd12020,DS-753E54-EA344E,2026-07-18T13:18:06.620Z,writing_creating,60,figma.com,10,6119,126,104,514,659,5266,194,20,0,aligned,0
session_78a4389c-c636-4c1e-a819-6499bf40ad15,DS-753E54-EA344E,2026-07-18T17:06:42.618Z,writing_creating,90,overleaf.com,10,4660,80,73,336,461,3723,476,26,0,aligned,0
session_04d378e5-b761-4b74-b6c8-fdb19b60825e,DS-753E54-EA344E,2026-07-18T23:01:17.021Z,learning_tutorial,10,scholar.google.com,10,488,5,31,8,18,465,5,0,0,aligned,0
session_4c23defe-f606-4a3f-b5c4-9c6fcb8f6734,DS-753E54-EA344E,2026-07-19T10:05:22.526Z,writing_creating,20,canva.com,10,840,19,11,71,42,724,74,4,0,moved_away,1
session_2f9bb635-657c-456c-b8cc-54275b9b6db1,DS-753E54-EA344E,2026-07-19T18:24:38.606Z,writing_creating,15,docs.google.com,10,1120,29,20,72,62,990,68,2,0,aligned,0
session_da090ff6-4198-4c6d-9183-93b938da4122,DS-753E54-EA344E,2026-07-20T10:08:28.492Z,reading_research,30,scholar.google.com,10,159,7,12,1,6,133,20,1,0,aligned,0
session_60b6d4bb-cb4f-42d8-9b41-95ab2937f7b9,DS-753E54-EA344E,2026-07-20T15:04:36.069Z,writing_creating,15,docs.google.com,10,509,14,8,33,40,469,0,1,0,aligned,0
session_481dfdd9-8dc8-44a2-bc28-1854c836a29e,DS-753E54-EA344E,2026-07-20T18:04:47.644Z,writing_creating,20,figma.com,10,1072,27,29,88,27,885,160,5,0,aligned,0
session_f56e956b-1c08-4687-812d-5983fff2bc91,DS-753E54-EA344E,2026-07-20T19:16:11.530Z,writing_creating,90,canva.com,10,7200,136,111,521,1013,5474,713,25,0,moved_away,1
session_d6bae5cb-ff73-4016-b97b-cf70b4049b4e,DS-753E54-EA344E,2026-07-21T08:16:12.666Z,reading_research,60,researchgate.net,10,3410,78,122,41,415,2367,628,29,0,moved_away,0
session_75e86bee-854a-4c79-aba4-daab24c7102f,DS-753E54-EA344E,2026-07-21T11:18:09.702Z,reading_research,45,scholar.google.com,10,1170,33,70,18,30,969,171,3,0,aligned,0
session_8ff22495-bcfc-4383-8f46-beadc705f49f,DS-753E54-EA344E,2026-07-21T12:20:06.035Z,reading_research,15,researchgate.net,10,1993,48,75,32,119,1570,304,19,0,moved_away,1
session_0f289f0c-adc3-403a-bd9b-77859e1c0bea,DS-753E54-EA344E,2026-07-21T14:22:49.816Z,reading_research,60,scholar.google.com,10,2619,55,138,58,0,2328,291,7,0,aligned,1
session_2dd7eaa4-9e58-4f11-9a3a-76845d58f77f,DS-753E54-EA344E,2026-07-21T15:11:28.904Z,reading_research,30,scholar.google.com,10,1622,50,93,31,0,1533,89,7,0,aligned,0
session_a5895bf2-f347-4d36-af93-36d1e7bb89cf,DS-753E54-EA344E,2026-07-22T18:19:14.536Z,other_planned_task,30,docs.google.com,10,2297,39,47,61,190,1748,359,8,0,moved_away,1
session_7cc99603-6e83-478c-9aa0-f6d5a6c81401,DS-753E54-EA344E,2026-07-23T15:14:05.402Z,communication_coordination,45,teams.microsoft.com,10,3072,90,84,188,195,2542,335,13,0,aligned,0
session_40c04fef-7eb7-4a82-93d7-35cd6f495567,DS-753E54-EA344E,2026-07-23T16:10:18.090Z,writing_creating,20,docs.google.com,10,1099,20,19,88,0,1054,45,3,0,not_sure,
session_cf0deb0b-e03f-43db-ae90-f82429b3bd2e,DS-753E54-EA344E,2026-07-23T18:05:11.759Z,reading_research,30,researchgate.net,10,127,1,7,1,6,103,18,1,0,moved_away,1
session_52db0c04-190b-4acd-a821-7b80fb1a4cc0,DS-753E54-EA344E,2026-07-24T11:01:02.350Z,reading_research,30,scholar.google.com,10,1810,25,100,42,75,1735,0,6,0,aligned,0
session_45313bfe-a2bf-44fe-8c0a-fbcbf48d0145,DS-753E54-EA344E,2026-07-24T14:22:46.902Z,writing_creating,20,docs.google.com,10,1035,22,21,68,105,835,95,5,0,aligned,0
session_7caf8313-1277-4d15-ba6a-1452def76316,DS-753E54-EA344E,2026-07-24T20:05:21.049Z,writing_creating,20,docs.google.com,10,703,20,13,62,56,647,0,1,0,aligned,1
session_74aa5dce-5fad-4764-9e40-b75c64cd33d2,DS-753E54-EA344E,2026-07-25T11:02:53.110Z,writing_creating,60,overleaf.com,10,2522,51,32,212,352,2170,0,8,0,moved_away,1
session_2cfe497c-93b7-4042-921c-181bfee7426f,DS-753E54-EA344E,2026-07-25T14:10:57.935Z,reading_research,45,scholar.google.com,10,1634,26,59,27,97,1210,327,6,0,moved_away,1
session_c16f415d-eebd-4559-8011-6c7dc3800c74,DS-753E54-EA344E,2026-07-25T15:22:32.376Z,reading_research,45,drive.google.com,10,2579,50,124,43,275,2207,97,9,0,aligned,0
session_02752cb7-cb43-420e-b447-1cc82f9911ac,DS-753E54-EA344E,2026-07-26T16:24:35.332Z,writing_creating,45,canva.com,10,3066,90,50,277,180,2734,152,10,0,aligned,0
session_d24b1c04-e1ea-49ae-95b6-62f10e48bf8a,DS-753E54-EA344E,2026-07-26T17:20:47.325Z,writing_creating,30,overleaf.com,10,1192,25,19,66,145,845,202,1,0,moved_away,1
session_34cac893-a80c-4434-bd58-9b8b283a107b,DS-753E54-EA344E,2026-07-26T20:10:13.774Z,reading_research,15,figma.com,10,1089,19,52,20,16,994,79,4,0,aligned,0
session_c94091cc-dfe1-4cd8-93ce-1116804b12ee,DS-753E54-EA344E,2026-07-27T11:10:54.265Z,writing_creating,20,docs.google.com,10,1221,21,29,103,115,1106,0,4,0,aligned,0
session_745a5595-1072-4333-8ef0-da617cbac90a,DS-753E54-EA344E,2026-07-27T15:18:32.409Z,learning_tutorial,60,interactivecares.com,10,3511,60,118,48,424,3024,63,12,0,aligned,0
session_6da042c8-c91f-4162-9856-d22110333fa5,DS-753E54-EA344E,2026-07-27T21:19:14.253Z,communication_coordination,15,teams.microsoft.com,10,947,41,28,55,147,738,62,4,0,moved_away,1
session_5b8c37d1-95f9-4697-ac37-b8b75bb329fa,DS-753E54-EA344E,2026-07-27T22:24:39.525Z,reading_research,15,scholar.google.com,10,294,7,8,10,43,236,15,1,0,aligned,0
session_5805666b-0f24-4449-80c6-146d2f602077,DS-83C9FC-322FA7,2026-07-19T00:23:44.705Z,reading_research,60,stackoverflow.com,11,3909,88,160,56,489,2682,738,25,0,moved_away,1
session_9bcdbadd-c6eb-4079-b7c9-de2cbe6518e1,DS-83C9FC-322FA7,2026-07-19T08:15:51.017Z,learning_tutorial,45,youtube.com,11,4673,68,162,56,123,3626,924,38,2154,moved_away,1
session_63b24a0d-80f3-4111-a6cc-278a4464493b,DS-83C9FC-322FA7,2026-07-19T10:14:09.742Z,reading_research,60,10minuteschool.com,11,3923,104,191,69,603,3167,153,11,0,moved_away,1
session_b84abc08-858c-4e6f-8d4f-20486452edf6,DS-83C9FC-322FA7,2026-07-19T13:06:40.912Z,learning_tutorial,45,youtube.com,11,3312,70,135,49,281,2990,41,17,2381,aligned,0
session_8c986fe9-8889-46e2-aaaa-c86450af805b,DS-83C9FC-322FA7,2026-07-19T16:10:57.266Z,coding_problem_solving,30,kaggle.com,11,1723,48,28,123,247,1447,29,4,0,not_sure,
session_dc47c0b8-7387-4790-a64c-460b92cef733,DS-83C9FC-322FA7,2026-07-19T19:17:30.138Z,coding_problem_solving,60,kaggle.com,11,7200,146,133,557,626,5818,756,17,0,aligned,0
session_fdcc4203-cf6c-4995-b385-fd64f993af62,DS-83C9FC-322FA7,2026-07-20T00:21:42.513Z,coding_problem_solving,45,kaggle.com,11,3394,65,59,257,164,2565,665,26,0,moved_away,1
session_43f8ecc0-1f92-446d-a2c5-43f2c1766019,DS-83C9FC-322FA7,2026-07-20T17:15:32.847Z,reading_research,15,nctb.gov.bd,11,1064,34,60,26,147,854,63,3,0,aligned,0
session_09a50a77-5f76-4303-a3d3-f4ca0208c6fd,DS-83C9FC-322FA7,2026-07-21T16:18:36.825Z,writing_creating,90,docs.google.com,11,5852,119,117,435,550,4315,987,40,0,not_sure,
session_47581b2f-3847-463d-a8b5-8aa3d814f855,DS-83C9FC-322FA7,2026-07-21T18:01:09.267Z,learning_tutorial,20,udemy.com,11,828,16,31,12,115,670,43,5,0,aligned,0
session_ee2809a0-1303-444a-9a1b-9c9a6fda4879,DS-83C9FC-322FA7,2026-07-21T20:21:56.752Z,learning_tutorial,60,10minuteschool.com,11,4124,81,138,56,750,3305,69,13,2158,aligned,0
session_57bc599d-03f7-4a21-ab76-bcf041dbc96b,DS-83C9FC-322FA7,2026-07-22T14:18:42.990Z,learning_tutorial,60,10minuteschool.com,11,4320,61,117,43,761,3239,320,16,2332,moved_away,1
session_11e5d615-9890-4143-9eb1-10fe8db5f2a7,DS-83C9FC-322FA7,2026-07-22T16:14:03.830Z,learning_tutorial,20,udemy.com,11,1033,19,34,15,0,912,121,3,0,aligned,0
session_b0a57d0c-b551-405d-82af-18639da23a90,DS-83C9FC-322FA7,2026-07-23T08:11:46.770Z,learning_tutorial,10,udemy.com,11,598,8,27,8,0,534,64,2,0,aligned,0
session_6023bea9-3f9b-475f-943d-53484fed877c,DS-83C9FC-322FA7,2026-07-23T09:15:14.704Z,coding_problem_solving,45,kaggle.com,11,2564,60,49,229,174,2390,0,11,0,aligned,0
session_2634ef11-fe06-4618-96bf-71adfaf09f5a,DS-83C9FC-322FA7,2026-07-23T10:02:58.882Z,learning_tutorial,45,youtube.com,11,2933,52,94,32,396,2348,189,15,1506,aligned,0
session_939e93d5-4401-47a8-8eae-4b84bd93f02c,DS-83C9FC-322FA7,2026-07-23T13:20:26.952Z,writing_creating,15,docs.google.com,11,768,14,11,43,78,533,157,5,0,moved_away,1
session_6b83dce3-497b-49f5-bb69-d675f0cf6a57,DS-83C9FC-322FA7,2026-07-23T16:08:58.911Z,coding_problem_solving,60,stackoverflow.com,11,3447,68,49,253,342,2798,307,5,0,aligned,0
session_42b287fe-63dd-4bff-95f0-436b7e9ecfe0,DS-83C9FC-322FA7,2026-07-24T01:12:54.023Z,coding_problem_solving,60,stackoverflow.com,11,1753,52,42,165,0,1753,0,5,0,aligned,0
session_fcf83fbb-e24c-4032-9554-5d7972c428d7,DS-83C9FC-322FA7,2026-07-24T11:18:01.849Z,learning_tutorial,20,udemy.com,11,1818,45,50,23,56,1380,382,5,1076,moved_away,1
session_3cae33ce-239a-4d7b-b70b-b32b3618bf43,DS-83C9FC-322FA7,2026-07-24T12:06:40.018Z,coding_problem_solving,15,kaggle.com,11,200,6,2,14,13,166,21,1,0,aligned,0
session_87d7a06c-6950-4332-818e-b4435c44a629,DS-83C9FC-322FA7,2026-07-24T14:14:56.943Z,learning_tutorial,20,10minuteschool.com,11,1285,23,35,19,162,1120,3,4,737,aligned,1
session_6a8c3239-62ea-4aed-a00a-ca9dd6e2014a,DS-83C9FC-322FA7,2026-07-24T17:21:24.159Z,coding_problem_solving,30,kaggle.com,11,2689,73,47,215,41,2405,243,3,0,aligned,1
session_ee15101c-12f4-469e-8f1a-952c37dc946a,DS-83C9FC-322FA7,2026-07-24T23:12:49.412Z,communication_coordination,15,web.whatsapp.com,11,967,28,14,40,101,637,229,8,0,moved_away,1
session_1cf41695-fbeb-4e08-a057-b29541a967a8,DS-83C9FC-322FA7,2026-07-25T08:02:59.705Z,coding_problem_solving,30,stackoverflow.com,11,2002,47,36,122,237,1661,104,8,0,moved_away,1
session_abfc2c67-eff5-4a8f-973f-334ad2fbaeb4,DS-83C9FC-322FA7,2026-07-25T14:02:42.111Z,learning_tutorial,15,muktopaath.gov.bd,11,656,16,9,6,80,469,107,4,358,moved_away,1
session_5b28f37c-dede-44e3-84ab-7a7edbd203ec,DS-83C9FC-322FA7,2026-07-25T17:24:54.492Z,writing_creating,15,docs.google.com,11,1268,34,27,124,163,1063,42,3,0,aligned,0
session_291837c6-7d5a-4182-acf1-2f0c627591b8,DS-83C9FC-322FA7,2026-07-25T19:15:20.635Z,reading_research,45,du.ac.bd,11,3111,57,130,46,387,1972,752,19,0,moved_away,1
session_ad7f025b-4d88-4f72-b578-a8263350fd93,DS-83C9FC-322FA7,2026-07-25T22:20:49.258Z,learning_tutorial,60,10minuteschool.com,11,1641,32,50,14,2,1502,137,6,0,not_sure,
session_4c36646a-5235-44e3-ab06-483c2b75f8b9,DS-83C9FC-322FA7,2026-07-25T23:18:02.596Z,communication_coordination,20,web.whatsapp.com,11,883,37,30,56,7,861,15,2,0,aligned,0
session_4acbd8be-2f81-4852-8be1-5bf5b5c96975,DS-83C9FC-322FA7,2026-07-26T12:13:27.390Z,coding_problem_solving,90,stackoverflow.com,11,4682,102,81,352,610,3948,124,17,0,aligned,0
session_66847f8d-0d7c-412a-a425-8979c04cd151,DS-83C9FC-322FA7,2026-07-26T22:13:41.310Z,reading_research,30,wikipedia.org,11,1807,41,76,22,179,1385,243,6,0,moved_away,1
session_6b4c1f59-533d-4ad1-8241-952bcfebb5d2,DS-83C9FC-322FA7,2026-07-27T11:14:19.059Z,learning_tutorial,15,muktopaath.gov.bd,11,1245,12,47,19,74,1077,94,5,531,aligned,0
session_8ebb0cfb-87b8-4f82-84e4-c0b83a2a2495,DS-83C9FC-322FA7,2026-07-27T15:17:57.536Z,coding_problem_solving,20,stackoverflow.com,11,1335,21,31,94,156,1134,45,1,0,aligned,0
session_4211e151-f9f7-4343-8a73-df24efaa318b,DS-83C9FC-322FA7,2026-07-27T20:17:19.375Z,learning_tutorial,45,udemy.com,11,3900,59,116,57,273,3615,12,12,0,aligned,0
session_9d5e67d1-7f22-408d-afb1-4cb7adf7f0a5,DS-83C9FC-322FA7,2026-07-27T22:06:56.392Z,learning_tutorial,10,youtube.com,11,771,9,17,14,61,632,78,2,523,aligned,0
session_7623e2fc-0ca0-49e4-bcb7-d06fdd993714,DS-91D273-1371CF,2026-07-16T00:24:16.157Z,coding_problem_solving,90,kaggle.com,10,4193,79,56,264,460,3264,469,26,0,moved_away,1
session_74688a2b-906a-4df4-9204-1480612043b4,DS-91D273-1371CF,2026-07-16T17:24:05.744Z,coding_problem_solving,90,geeksforgeeks.org,10,4456,84,75,283,553,3805,98,12,0,aligned,0
session_e249e306-75eb-47db-8af8-aa66494cec83,DS-91D273-1371CF,2026-07-16T19:04:14.208Z,coding_problem_solving,15,kaggle.com,10,686,12,12,35,66,612,8,3,0,aligned,0
session_47a1a5e1-ec56-4f11-b606-e71bd9f84c08,DS-91D273-1371CF,2026-07-16T20:05:26.082Z,coding_problem_solving,15,github.com,10,1284,17,20,78,67,1130,87,6,0,aligned,0
session_e5ce6e9c-bca7-464b-9b7d-7e32946dbcfc,DS-91D273-1371CF,2026-07-16T22:06:32.584Z,coding_problem_solving,20,kaggle.com,10,1586,25,48,127,27,1482,77,7,0,aligned,0
session_760d86a3-276a-4d8e-80c8-3e849713c703,DS-91D273-1371CF,2026-07-17T14:09:46.790Z,coding_problem_solving,15,geeksforgeeks.org,10,1053,19,21,83,90,877,86,5,0,aligned,0
session_04968cd2-ed6d-44fc-96c9-65633af75f39,DS-91D273-1371CF,2026-07-17T16:16:51.331Z,reading_research,30,ostad.com,10,2013,43,68,36,0,1638,375,7,0,aligned,0
session_c95e6695-4324-44d6-b180-172d2726f6d1,DS-91D273-1371CF,2026-07-17T17:23:48.875Z,coding_problem_solving,60,geeksforgeeks.org,10,1630,35,18,121,132,1337,161,8,0,aligned,0
session_c35b881e-3e82-4097-bc9d-39c4950ba13c,DS-91D273-1371CF,2026-07-17T20:23:05.321Z,coding_problem_solving,90,geeksforgeeks.org,10,6304,126,102,474,101,5910,293,12,0,aligned,0
session_78f55e76-17a3-4257-adb9-7f8fa7e78951,DS-91D273-1371CF,2026-07-18T15:22:41.520Z,coding_problem_solving,20,stackoverflow.com,10,1345,25,26,84,0,1295,50,5,0,not_sure,
session_13c48305-9ce3-47cb-8c61-c6586bdbf397,DS-91D273-1371CF,2026-07-18T18:12:49.087Z,reading_research,10,ostad.com,10,483,15,22,5,44,389,50,3,0,aligned,0
session_e17b7fce-6b91-4364-b966-e098ccfd95e7,DS-91D273-1371CF,2026-07-18T20:05:23.043Z,learning_tutorial,20,youtube.com,10,1375,17,35,9,207,1101,67,5,645,aligned,0
session_53209e0b-68f9-4508-8b1d-55caaebeb867,DS-91D273-1371CF,2026-07-19T10:07:32.199Z,reading_research,30,kaggle.com,10,1422,23,75,19,98,1324,0,5,0,aligned,0
session_42f5f023-50f9-4f5a-9d64-db48066e3fe0,DS-91D273-1371CF,2026-07-19T15:23:06.582Z,coding_problem_solving,60,drive.google.com,10,2045,46,33,147,170,1875,0,3,0,aligned,0
session_500b328e-2fcd-44cf-9663-b2ef229d1178,DS-91D273-1371CF,2026-07-19T16:02:12.334Z,learning_tutorial,90,freecodecamp.org,10,7200,155,254,77,0,7184,16,4,2151,aligned,0
session_50e9256b-7b26-400e-b6ed-e0670e018b19,DS-91D273-1371CF,2026-07-19T19:13:43.873Z,coding_problem_solving,90,geeksforgeeks.org,10,2520,27,42,176,5,2200,315,17,0,aligned,0
session_63ebaaeb-5c82-441a-bac8-54f09f629e62,DS-91D273-1371CF,2026-07-19T20:00:44.270Z,coding_problem_solving,20,kaggle.com,10,433,10,8,21,12,399,22,1,0,aligned,0
session_f672bb4d-5dee-4a80-bdbf-00e2fb75fb23,DS-91D273-1371CF,2026-07-20T13:00:40.339Z,coding_problem_solving,60,geeksforgeeks.org,10,3365,68,55,266,0,3337,28,14,0,aligned,0
session_b407ff7c-f2d1-4b23-8e55-13bd9318f909,DS-91D273-1371CF,2026-07-20T20:10:05.242Z,reading_research,15,stackoverflow.com,10,1297,31,78,21,47,1250,0,4,0,aligned,0
session_7bbb83ed-fa1c-4bf9-a999-9c13521685d1,DS-91D273-1371CF,2026-07-21T01:08:30.490Z,coding_problem_solving,90,kaggle.com,10,5872,84,70,303,878,3863,1131,35,0,moved_away,1
session_e773eae8-0236-4c93-9c9d-718e45efa81c,DS-91D273-1371CF,2026-07-22T17:15:01.040Z,coding_problem_solving,30,kaggle.com,10,1833,28,32,106,112,1496,225,11,0,moved_away,1
session_d8218f92-85d5-4dc4-9b67-5a7c82ea7242,DS-91D273-1371CF,2026-07-22T19:09:47.404Z,reading_research,30,youtube.com,10,2562,40,118,41,0,2321,241,12,1284,aligned,0
session_cda1f8cd-db41-4d81-a7f1-ae0798f79923,DS-91D273-1371CF,2026-07-23T11:05:36.924Z,coding_problem_solving,45,notion.so,10,212,3,4,19,12,173,27,1,0,aligned,0
session_8ef7f967-2847-42bb-b9c6-5a28ce636ad1,DS-91D273-1371CF,2026-07-24T00:21:10.154Z,coding_problem_solving,90,stackoverflow.com,10,4736,69,64,240,363,3370,1003,21,0,moved_away,1
session_6d9f318d-bda0-4610-8bea-07cda294b377,DS-91D273-1371CF,2026-07-24T11:00:34.428Z,coding_problem_solving,90,kaggle.com,10,6201,84,86,377,0,4808,1393,37,0,moved_away,1
session_dabf6321-a266-42f5-b17b-2ad83c07ba98,DS-91D273-1371CF,2026-07-25T14:16:50.271Z,reading_research,45,ostad.com,10,3594,63,138,63,352,2874,368,10,0,aligned,0
session_14255393-1cfe-4e23-bf64-9ec4950c60d4,DS-91D273-1371CF,2026-07-25T22:23:23.809Z,learning_tutorial,15,youtube.com,10,861,9,13,6,96,658,107,7,316,moved_away,1
session_0e87b7cf-3f8c-4cad-b027-991c84a67059,DS-91D273-1371CF,2026-07-26T18:05:58.097Z,reading_research,20,buet.ac.bd,10,128,6,0,1,13,111,4,0,0,moved_away,1
session_0d1342dc-d57e-4d2f-abad-e73bd19accd0,DS-91D273-1371CF,2026-07-27T15:03:45.941Z,learning_tutorial,20,notion.so,10,1801,39,61,20,0,1672,129,7,0,aligned,0
session_6f9679fd-b78f-490c-8179-f2e1d1f572ea,DS-91D273-1371CF,2026-07-27T23:22:50.263Z,coding_problem_solving,90,kaggle.com,10,6316,108,77,351,523,4742,1051,27,0,moved_away,1
session_4e9fda11-b0bd-4e4d-8473-d842916bf59a,DS-91D273-1371CF,2026-07-29T00:11:32.281Z,coding_problem_solving,30,freecodecamp.org,10,1229,23,13,76,162,1033,34,7,0,moved_away,1
session_bcfc561e-e5e4-4385-bb3c-1a85bf08e4b0,DS-91D273-1371CF,2026-07-29T09:09:30.067Z,coding_problem_solving,30,github.com,10,1868,34,22,128,152,1672,44,7,0,aligned,0
session_699dda25-5d37-4d38-9427-9a6befef1685,DS-91D273-1371CF,2026-07-29T11:00:22.114Z,coding_problem_solving,60,github.com,10,7177,134,110,415,634,5775,768,35,0,aligned,0
session_4c2cb418-8366-430d-8aa9-253c4e7d67a4,DS-91D273-1371CF,2026-07-29T17:02:26.532Z,other_planned_task,20,stackoverflow.com,10,2062,48,49,50,147,1667,248,17,0,moved_away,1
session_0f69d924-d410-4557-a0a6-51fb61ec0c0e,DS-91D273-1371CF,2026-07-29T20:22:20.623Z,coding_problem_solving,15,kaggle.com,10,968,20,17,58,53,803,112,6,0,moved_away,1
session_afd7660c-83b2-4e62-a3f3-2d214946d34a,DS-91D368-7AA51C,2026-07-19T01:21:21.257Z,learning_tutorial,20,classroom.google.com,11,1997,42,49,34,146,1732,119,6,0,moved_away,1
session_2a542c79-7c94-4b4c-ada4-c400551a375f,DS-91D368-7AA51C,2026-07-19T18:09:28.190Z,learning_tutorial,10,shikho.com,11,1219,23,51,19,126,1062,31,4,0,aligned,0
session_eeceff43-ad5a-44c8-8bb9-a788522ed5d5,DS-91D368-7AA51C,2026-07-19T20:01:50.516Z,learning_tutorial,90,10minuteschool.com,11,4063,91,147,61,504,3227,332,9,0,aligned,0
session_1f99cbd5-7535-4b4d-93f1-755db863c928,DS-91D368-7AA51C,2026-07-19T21:14:34.463Z,learning_tutorial,45,udvash.com,11,2886,66,98,25,380,2412,94,8,1843,aligned,0
session_ebf78747-3c1c-4d9c-8ceb-d79d5bffeea3,DS-91D368-7AA51C,2026-07-19T22:07:41.087Z,learning_tutorial,10,udvash.com,11,452,6,14,5,27,333,92,3,0,moved_away,1
session_438f15fc-9b02-43b9-9222-6122ee45def8,DS-91D368-7AA51C,2026-07-20T15:05:44.966Z,learning_tutorial,10,interactivecares.com,11,391,6,14,6,0,337,54,2,224,aligned,0
session_8b5a0e16-723b-4b43-a2b4-55c98f312f93,DS-91D368-7AA51C,2026-07-20T19:21:52.600Z,communication_coordination,20,10minuteschool.com,11,1029,49,21,57,111,779,139,5,0,moved_away,1
session_603d5570-4ec3-4df8-be58-540fd28e156f,DS-91D368-7AA51C,2026-07-20T20:08:34.918Z,learning_tutorial,10,shikho.com,11,433,6,7,4,59,374,0,1,261,moved_away,1
session_9be1f8b8-2291-46d9-b019-23c9ee12e240,DS-91D368-7AA51C,2026-07-21T18:01:59.771Z,other_planned_task,15,10minuteschool.com,11,773,22,23,30,47,701,25,4,0,aligned,0
session_94b43d68-f408-4d63-acac-30543d589be3,DS-91D368-7AA51C,2026-07-21T19:12:15.747Z,learning_tutorial,20,youtube.com,11,761,16,31,10,68,602,91,4,473,aligned,0
session_b18aef22-dda6-4806-992d-e9bd9230c7b3,DS-91D368-7AA51C,2026-07-21T21:12:33.310Z,learning_tutorial,45,shikho.com,11,1649,29,61,27,128,1390,131,7,0,moved_away,1
session_d95c7990-0fb2-48a7-89b2-e23425f30f95,DS-91D368-7AA51C,2026-07-21T23:06:54.270Z,learning_tutorial,15,youtube.com,11,627,12,14,7,48,477,102,1,269,moved_away,1
session_6bd4116d-7e60-495d-a651-c3dd0938b243,DS-91D368-7AA51C,2026-07-22T14:19:10.443Z,learning_tutorial,20,aparsclassroom.com,11,1575,37,73,17,0,1379,196,6,0,aligned,0
session_d6956334-374e-43ff-ba6f-37d97dd91966,DS-91D368-7AA51C,2026-07-22T18:23:21.178Z,learning_tutorial,60,bohubrihi.com,11,2286,57,110,29,147,2009,130,1,0,aligned,0
session_5a6ee5fa-7a98-44aa-8e64-f17483bdcbd6,DS-91D368-7AA51C,2026-07-22T19:06:28.080Z,learning_tutorial,30,shikho.com,11,954,16,47,7,163,791,0,1,0,aligned,0
session_5cb8a8e3-32c9-420c-9e7d-d00fd16f7dda,DS-91D368-7AA51C,2026-07-22T20:22:53.878Z,learning_tutorial,90,shikho.com,11,2424,40,74,32,195,2042,187,9,1594,moved_away,1
session_dfa49310-4ba2-408e-820a-db85f28f303f,DS-91D368-7AA51C,2026-07-22T21:08:17.885Z,learning_tutorial,15,bohubrihi.com,11,1021,21,36,14,35,778,208,7,0,moved_away,1
session_d4cc5e07-baa7-4644-b95a-0e0f57adb71c,DS-91D368-7AA51C,2026-07-23T11:15:18.316Z,learning_tutorial,10,aparsclassroom.com,11,633,11,21,2,56,503,74,2,339,moved_away,1
session_393773f4-75b3-4979-8844-6c8cd977ae51,DS-91D368-7AA51C,2026-07-23T16:24:57.314Z,learning_tutorial,20,classroom.google.com,11,1100,21,46,19,117,983,0,4,823,aligned,0
session_28f6ae01-b046-40b7-9ffe-6d118b826f7c,DS-91D368-7AA51C,2026-07-23T18:01:43.890Z,learning_tutorial,90,udemy.com,11,7200,165,300,113,183,6956,61,34,0,aligned,0
session_4195e64f-4bd2-40c3-9547-16cf03106d3f,DS-91D368-7AA51C,2026-07-24T09:21:09.020Z,learning_tutorial,15,edx.org,11,1067,28,48,29,0,1067,0,1,866,aligned,0
session_c7b71494-4b7d-429e-842e-657ac9d992ce,DS-91D368-7AA51C,2026-07-24T12:13:30.376Z,learning_tutorial,90,coursera.org,11,5373,128,232,76,142,5231,0,8,4586,aligned,0
session_fef8c53b-1c0b-4a5c-a346-0cd6dbfbea1a,DS-91D368-7AA51C,2026-07-24T14:19:33.678Z,learning_tutorial,45,shikho.com,11,2598,61,87,36,40,2291,267,11,1518,aligned,0
session_f9d3065c-97f2-4660-8fa6-8831bec47f54,DS-91D368-7AA51C,2026-07-24T16:09:05.725Z,learning_tutorial,20,bohubrihi.com,11,1740,30,55,14,134,1334,272,9,0,moved_away,1
